Job_Title,Job_Type,Salary,Job_Skill,Gaji_Perbulan
it helpdesk 1st level technical support,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
geotechnical assistant,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
terminal manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
admin operation (bdr teknologi kajang),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
senior cmm technical specialist,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"admin assistant (stricly no walk-in, by appontment only)",Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
network operations centre (noc) manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
executive (operational excellence),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
technian (aeon big palm mall seremban),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
kyc analyst - shopeepay,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
eoi - financial operations specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
senior purchaser,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
software engineer,Full-time,"USD 70,000 - 105,000 / YEARLY","Java, Machine Learning","5,833 - 8,750"
sales manager - asset team (kkb),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
billing clerk,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
global technology assistant manager - sap fico ptp,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
"admin assistant (strictly no walk-in, by appointment only)",Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
protege admin clerk,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
hr accounts,Full-time,"USD 50,000 - 75,000 / YEARLY",SQL,"4,167 - 6,250"
pembantu akaun & admin,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
cyber security detection engineer,Full-time,"USD 70,000 - 105,000 / YEARLY","Python, Data Analysis","5,833 - 8,750"
risk executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
senior instrument & control engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
senior soc validation engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Python,"5,833 - 8,750"
account support - mid office,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
close and reporting senior accountant,Full-time,"USD 50,000 - 75,000 / YEARLY",Data Analysis,"4,167 - 6,250"
executive / senior executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
general clerk (sales),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
assistant supervisor / supervisor,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
admin assistant (contract dept),Contract,"USD 30,000 - 55,000 / YEARLY",Excel,"2,500 - 4,583"
warehouse inventory assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
senior telecommunications engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
third engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
second engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
ui / ux designer,Full-time,"USD 45,000 - 70,000 / YEARLY",Excel,"3,750 - 5,833"
buying team leader 3,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
admin sales clerk,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
"finance executive - show, event & entertainment",Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
executive or junior executive for account  &  finance  dept,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
oracle financial consultant,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
hr & admin officer/assistant (male),Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
admin assistant - sales & marketing department,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
"manager, global key account (jd sports), wholesale",Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
audit senior / semi-senior,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
sw systems engineer 2,Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Java","5,833 - 8,750"
senior emulation engineer,Full-time,"USD 70,000 - 105,000 / YEARLY","Python, Excel","5,833 - 8,750"
hr & productions assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
pa cum admin,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
accounts & administrative assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
construction ehs engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
account admin executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
software developer (java) - based mlk,Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Java","5,833 - 8,750"
it business analyst - sap fico (revenue accounting & recognition),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
it business analyst- sap fico (treasury),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
head of investment research,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
special process engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
technical/operation executive,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
vendor master data analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
cnc milling centre specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
operation assistant engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
workshop technician (oxy/safety),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
seo & web development executive,Full-time,"USD 45,000 - 82,500 / YEARLY","Excel, Java","3,750 - 6,875"
accountant/account assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
software engineer - kuching,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
admin assistant (kajang),Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
safety & health officer (green book holder),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
audit associate cum admin,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
delivery manager-technical,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
mechanical superintendent,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"intern, pricing",Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
rmo technician,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
hr & admin officer/assistant (female),Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
sql administrator,Full-time,"USD 30,000 - 50,000 / YEARLY","SQL, Excel","2,500 - 4,167"
"supply chain, customer support",Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
oracle siebel administrator,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
accounts - admin assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
mfo equipment internship,Internship,"USD 18,000 - 24,000 / YEARLY","Python, SQL","1,500 - 2,000"
accounts receivable intern,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
senior audit,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
nex platform application engineer (hardware),Full-time,"USD 70,000 - 105,000 / YEARLY","Python, Excel","5,833 - 8,750"
purchasing cum operation executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"assistant, front desk cum administration",Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
financial analysis intern,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
financial report intern,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
operations support associate,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
budgeting and forecasting intern,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
junior rubber technologist,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"assistant, carpark operation cum administration",Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
"staff engineer, product engineering (prod dev)",Full-time,"USD 70,000 - 105,000 / YEARLY","Python, Data Analysis","5,833 - 8,750"
mis support,Full-time,"USD 45,000 - 82,500 / YEARLY","SQL, Excel, Java","3,750 - 6,875"
software engineer i,Full-time,"USD 70,000 - 105,000 / YEARLY",Java,"5,833 - 8,750"
global technology senior analyst - sap fico rtr,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
material & logistic coordinator,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
expeditor,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
business executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"senior executive, electrical",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
procurement cum admin assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
skylift driver,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
people experience associate,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
content enablement analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
safety health officer (green book),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
video and audio automation (api) programmer & system engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
"executive, bursary unit",Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
"cnc programmer (milling / turning)- rm 10,000- rm12,000",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"officer, scholar management & administration",Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
fruit farm worker,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
office admin / acccounts assistance,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
sustainability executive,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
sales coordination officer,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
microsoft crm dynamics developer,Full-time,"USD 70,000 - 105,000 / YEARLY",SQL,"5,833 - 8,750"
executive assistant cum personal assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
asp.net developer,Full-time,"USD 70,000 - 105,000 / YEARLY","Excel, Java","5,833 - 8,750"
it system analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
van courier (bandar pusat jengka),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
cbm specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
technical staff (engineer),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
engineer documentation,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
account and admin manager,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
ptp analyst (gfs),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
senior executive (treasury processing),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"associate manager, procurement",Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
part time- sales assistant (ioi putrajaya),Part-time,"USD 25,000 - 45,000 / YEARLY",Communication,"2,083 - 3,750"
painter,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
operation support system (oss) business analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
"officer, cash ops",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
account executive (fresh graduate),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
sales admin / coordinator,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
junior technical support,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
development leader,Full-time,"USD 75,000 - 100,000 / YEARLY","SQL, Excel, Java","6,250 - 8,333"
sales admin (rm4500-rm5500),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
hr assistant,Full-time,"USD 30,000 - 50,000 / YEARLY","SQL, Excel","2,500 - 4,167"
office boy cum operations officer,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
accounts executive/assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",SQL,"4,167 - 6,250"
bike courier (karak),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
ecosystem technical enabling engineer - graduate trainee,Internship,"USD 18,000 - 24,000 / YEARLY","Python, Java, React","1,500 - 2,000"
telecommunication engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
system analyst (data center),Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
data scientist,Full-time,"USD 60,000 - 90,000 / YEARLY","Python, Machine Learning, Data Analysis","5,000 - 7,500"
cloud computing developer (bayan lepas),Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Excel, Java","5,833 - 8,750"
ndt testing specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
bike courier (mont kiara),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
sdpo,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
ndt testing engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
mystep flight operations division ii,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
asic design graduate trainee,Internship,"USD 18,000 - 24,000 / YEARLY",Data Analysis,"1,500 - 2,000"
service desk executive(ict enterprise),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
vessel master,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
office assistant & dispatch,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
reporting & statutory analyst - arabic speaker,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
sales and marketing assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
project engineer of network projects,Contract,"USD 70,000 - 115,500 / YEARLY",Communication,"5,833 - 9,625"
senior administrative executive - seld,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
able bodied,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
noc engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
admin assistant (aresix sdn. bhd. ),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
motorman,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
supply chain,Full-time,"USD 60,000 - 90,000 / YEARLY","Excel, Data Analysis","5,000 - 7,500"
engineering technician (electrical),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
penyelia tapak semaian,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
automotive technician (mechanic),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
admin (female),Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
staff engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",React,"5,833 - 8,750"
internship for finance management,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
electrical commissioning,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
warehouse assistant (orvbo),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
accounts assistant / accounts executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
safety coordinator,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
senior analyst - fp&a coe,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
"senior executive, inventory & logistics performance",Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
safety admin,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
eoi - senior financial analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
part time- sales assistant (mitec),Part-time,"USD 35,000 - 63,000 / YEARLY",Communication,"2,917 - 5,250"
protégé program (junior project engineer - kl),Contract,"USD 70,000 - 115,500 / YEARLY",Communication,"5,833 - 9,625"
technical engineer (electrical & electronic),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
assistant resident engineer (pump-house),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
project engineer (construction),Contract,"USD 70,000 - 115,500 / YEARLY",Excel,"5,833 - 9,625"
site engineer -substation,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
dpo,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
quarry plant supervisor,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
business it analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
precision component engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
head of operational excellence (senior manager),Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
network engineer (tns) shift,Full-time,"USD 70,000 - 105,000 / YEARLY",React,"5,833 - 8,750"
insulator tinsmith,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
unified communications engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
accountants / accounts assistant admin 会计师/会计助理@skudai,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
lift technician,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"specialist , name screening",Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
safety health officer (urgent hiring!),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
application development engineer,Full-time,"USD 70,000 - 105,000 / YEARLY","Python, SQL, Excel, Java","5,833 - 8,750"
